iditem,documento,titulo,idCurricula
18441,9. Habilidad de Mando y Autoridad,INTERNO 9,133
18442,10. Vitalidad,INTERNO 10,133
18443,11. Liderazgo,INTERNO 11,133
18444,12. Tolerancia a la Frustración,INTERNO 12,133
18445,13. Flexibilidad al Cambio,INTERNO 13,133
18446,14. Competencias de la Organización,INTERNO 14,133
18447,15. Integridad,INTERNO 15,133
18448,16. Enfoque Comercial,INTERNO 16,133
18449,17. Profesionalismo,INTERNO 17,133
18450,18. Responsabilidad,INTERNO 18,133
18451,19. Servicio al Cliente,INTERNO 19,133
18452,20. Enfoque a Resultados,INTERNO 20,133
18453,ICT-RH-019-19,Inducción,134
18454,SOP´s,SECTION 1; GENERAL,134
18455,INTERNO  637,TS Charter English DVA,134
18456,INTERNO  520,PC Charter English DVA,134
18457,INTERNO  620,TIS PC Charter Advance DVA,134
18458,INTERNO  596,Taxonomy English DVA,134
18459,INTERNO  609,TIS Expediting DVA,134
18460,INTERNO  610,TIS Materials DVA,134
18461,INTERNO  622,TIS Preservations & Coatings DVA,134
18462,INTERNO  629,TIS Welding DVA,134
18463,INTERNO  486,eReporting Pro,134
18464,INTERNO  505,GRM Training for Operations Manager,134
18465,INTERNO  508,GRM Training for Technical Manager,134
18466,INTERNO  545,Safety: Behavioral Based Safety,134
18467,INTERNO  552,Safety: Driving ,134
18468,INTERNO  526,Safety Awareness Series: Stop Work Authority,134
18469,INTERNO  504,GE Oil & Gas Inspection and Reporting Guideline Quiz,134
18470,INTERNO  587,Shell EFA Induction Training 1,134
18471,INTERNO  588,Shell EFA Induction Training 2,134
18472,INTERNO  595,Shell LSR Refresher,134
18473,INTERNO  282,EVO,134
18474,INTERNO  283,PEOPLE SOFT ,134
18475,PC-028-G,Mejora Continua e Innovación,134
18476,iLearn,Código de ética,134
18477,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,134
18478,ILT-001-IS,Evaluación al Especialista Técnico ,134
18479,ILT-003-IS,Operaciones,134
18480,ILT-004-IS,"Selección, Evaluación y Calificación de Inspectores ",134
18481,ILT-005-IS,Capacitación y Entrenamiento para el Área Industrial Services,134
18482,ILT-006-IS,Control y Manejo de Quejas ,134
18483,ILT-007-IS,"Seguimiento de Reportes de Inspecciones ""Inspectores - Coordinadores""",134
18484,HS01,Política y Procedimientos de los Programas de seguridad ,134
18485,MS.01,Manual del sistema de gestión ambiental,134
18486,HSPA36,Reglamento de seguridad e higiene,134
18487,PA 03,PRE ,134
18488,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,134
18489,PG 02,"Objetivos, Metas y planes",134
18490,PG 05,Política y Aspectos ambientales y Requerimientos legales ,134
18491,PA 02,Comunicación ,134
18492,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,134
18493,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,134
18494,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,134
18495,PA 01,Control de SOAs ,134
18496,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,134
18497,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,134
18498,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",134
18499,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,134
18500,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),134
18501,PA 04,Almacenamiento y RP ,134
18502,PA 08,"Manejo, Transporte y Almacenamiento de SQP",134
18503,1. Planeación,INTERNO 1 ,134
18504,2. Organización,INTERNO 2,134
18505,3. Dirección,INTERNO 3,134
18506,4. Control,INTERNO 4,134
18507,5. Auto-Administración y Disciplina,INTERNO 5,134
18508,6. Comunicación,INTERNO 6,134
18509,7. Creatividad / Innovación,INTERNO 7,134
18510,8. Participación e Iniciativa,INTERNO 8,134
18511,9. Habilidad de Mando y Autoridad,INTERNO 9,134
18512,10. Vitalidad,INTERNO 10,134
18513,11. Liderazgo,INTERNO 11,134
18514,12. Tolerancia a la Frustración,INTERNO 12,134
18515,13. Flexibilidad al Cambio,INTERNO 13,134
18516,14. Competencias de la Organización,INTERNO 14,134
18517,15. Integridad,INTERNO 15,134
18518,16. Enfoque Comercial,INTERNO 16,134
18519,17. Profesionalismo,INTERNO 17,134
18520,18. Responsabilidad,INTERNO 18,134
18521,19. Servicio al Cliente,INTERNO 19,134
18522,20. Enfoque a Resultados,INTERNO 20,134
18523,ICT-RH-019-19,Inducción,135
18524,SOP´s,SECTION 1; GENERAL,135
18525,INTERNO  521,PC Charter English DVA,135
18526,INTERNO  619,TIS PC Charter Advance DVA,135
18527,INTERNO  600,Taxonomy English DVA,135
18528,INTERNO  487,eReporting Pro,135
18529,INTERNO  511,GRM Training for the Coordinator,135
18530,INTERNO  515,GRM Training for the Resource Coordinator,135
18531,INTERNO  516,GRM: TIS Assigments Quiz,135
18532,INTERNO  546,Safety: Behavioral Based Safety,135
18533,INTERNO  551,Safety: Driving ,135
18534,INTERNO  527,Safety Awareness Series: Stop Work Authority,135
18535,INTERNO  284,EVO,135
18536,PC-028-G,Mejora Continua e Innovación,135
18537,iLearn,Código de ética,135
18538,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,135
18539,ILT-003-IS,Operaciones,135
18540,ILT-007-IS,"Seguimiento de Reportes de Inspecciones ""Inspectores - Coordinadores""",135
18541,HS01,Política y Procedimientos de los Programas de seguridad ,135
18542,MS.01,Manual del sistema de gestión ambiental,135
18543,HSPA36,Reglamento de seguridad e higiene,135
18544,PA 03,PRE ,135
18545,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,135
18546,PG 02,"Objetivos, Metas y planes",135
18547,PG 05,Política y Aspectos ambientales y requerimientos legales ,135
18548,PA 02,Comunicación ,135
18549,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,135
18550,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,135
18551,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,135
18552,PA 01,Control de SOAs ,135
18553,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,135
18554,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,135
18555,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",135
18556,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,135
18557,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),135
18558,PA 04,Almacenamiento y RP ,135
18559,PA 08,"Manejo, Transporte y Almacenamiento de SQP",135
18560,1. Planeación,INTERNO 1 ,135
18561,2. Organización,INTERNO 2,135
18562,3. Dirección,INTERNO 3,135
18563,4. Control,INTERNO 4,135
18564,5. Auto-Administración y Disciplina,INTERNO 5,135
18565,6. Comunicación,INTERNO 6,135
18566,7. Creatividad / Innovación,INTERNO 7,135
18567,8. Participación e Iniciativa,INTERNO 8,135
18568,9. Habilidad de Mando y Autoridad,INTERNO 9,135
18569,10. Vitalidad,INTERNO 10,135
18570,11. Liderazgo,INTERNO 11,135
18571,12. Tolerancia a la Frustración,INTERNO 12,135
18572,13. Flexibilidad al Cambio,INTERNO 13,135
18573,14. Competencias de la Organización,INTERNO 14,135
18574,15. Integridad,INTERNO 15,135
18575,16. Enfoque Comercial,INTERNO 16,135
18576,17. Profesionalismo,INTERNO 17,135
18577,18. Responsabilidad,INTERNO 18,135
18578,19. Servicio al Cliente,INTERNO 19,135
18579,20. Enfoque a Resultados,INTERNO 20,135
18580,ICT-RH-019-19,Inducción,136
18581,SOP´s,SECTION 1; GENERAL,136
18582,INTERNO  639,TS Charter English DVA,136
18583,INTERNO  522,PC Charter English DVA,136
18584,INTERNO  617,TIS PC Charter Advance DVA,136
18585,INTERNO  601,Taxonomy English DVA,136
18586,INTERNO  607,TIS Expediting DVA,136
18587,INTERNO  612,TIS Materials DVA,136
18588,INTERNO  488,eReporting Pro,136
18589,INTERNO  510,GRM Training for Technical Manager,136
18590,INTERNO  547,Safety: Behavioral Based Safety,136
18591,INTERNO  550,Safety: Driving ,136
18592,INTERNO  524,Safety Awareness Series: Stop Work Authority,136
18593,INTERNO  503,GE Oil & Gas Inspection and Reporting Guideline Quiz,136
18594,INTERNO  586,Shell EFA Induction Training 1,136
18595,INTERNO  589,Shell EFA Induction Training 2,136
18596,INTERNO  594,Shell LSR Refresher,136
18597,INTERNO 285,EVO,136
18598,INTERNO  286,PEOPLE SOFT ,136
18599,PC-028-G,Mejora Continua e Inducción,136
18600,MIGC-ISO 9001 Y 17025,Manual Integral del sistema de gestión de Calidad,136
18601,iLearn,Código de ética,136
18602,ILT-003-IS,Operaciones,136
18603,ILT-008-IS,Observaciones de Seguridad,136
18604,HS01,Política y Procedimientos de los Programas de seguridad ,136
18605,MS.01,Manual del sistema de gestión ambiental,136
18606,HSPA36,Reglamento de seguridad e higiene,136
18607,PA 03,PRE ,136
18608,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,136
18609,PG 02,"Objetivos, Metas y planes",136
18610,PG 05,Política y Aspectos ambientales y requerimientos legales ,136
18611,PA 02,Comunicación ,136
18612,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,136
18613,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,136
18614,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,136
18615,PA 01,Control de SOAs ,136
18616,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,136
18617,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,136
18618,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",136
18619,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,136
18620,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),136
18621,PA 04,Almacenamiento y RP ,136
18622,PA 08,"Manejo, Transporte y Almacenamiento de SQP",136
18623,1. Planeación,INTERNO 1,136
18624,2. Organización,INTERNO 2,136
18625,3. Dirección,INTERNO 3,136
18626,4. Control,INTERNO 4,136
18627,5. Auto-Administración y Disciplina,INTERNO 5,136
18628,6. Comunicación,INTERNO 6,136
18629,7. Creatividad / Innovación,INTERNO 7,136
18630,8. Participación e Iniciativa,INTERNO 8,136
18631,9. Habilidad de Mando y Autoridad,INTERNO 9,136
18632,10. Vitalidad,INTERNO 10,136
18633,11. Liderazgo,INTERNO 11,136
18634,12. Tolerancia a la Frustración,INTERNO 12,136
18635,13. Flexibilidad al Cambio,INTERNO 13,136
18636,14. Competencias de la Organización,INTERNO 14,136
18637,15. Integridad,INTERNO 15,136
18638,16. Enfoque Comercial,INTERNO 16,136
18639,17. Profesionalismo,INTERNO 17,136
18640,18. Responsabilidad,INTERNO 18,136
18641,19. Servicio al Cliente,INTERNO 19,136
18642,20. Enfoque a Resultados,INTERNO 20,136
18643,ICT-RH-019-19,Inducción,137
18644,SOP´s,SECTION 1; GENERAL,137
18645,SOP´s,SECTION 3; MECHANICAL EQUIPMENT ,137
18646,SOP´s,SECTION 4; WELDED FABRICATIONS / CONSTRUCTIONS,137
18647,INTERNO  638,TS Charter English DVA,137
18648,INTERNO  523,PC Charter English DVA,137
18649,INTERNO  618,TIS PC Charter Advance DVA,137
18650,INTERNO  599,Taxonomy English DVA,137
18651,INTERNO  608,TIS Expediting DVA,137
18652,INTERNO  611,TIS Materials DVA,137
18653,INTERNO  623,TIS Preservations & Coatings DVA,137
18654,INTERNO  628,TIS Welding DVA,137
18655,INTERNO  489,eReporting Pro,137
18656,INTERNO  509,GRM Training for Technical Manager,137
18657,INTERNO  548,Safety: Behavioral Based Safety,137
18658,INTERNO  549,Safety: Driving ,137
18659,INTERNO  570,Safety: Lift & Carry,137
18660,INTERNO  571,Safety: Lockout / Tagout,137
18661,INTERNO  525,Safety Awareness Series: Stop Work Authority,137
18662,INTERNO  502,GE Oil & Gas Inspection and Reporting Guideline Quiz,137
18663,INTERNO  585,Shell EFA Induction Training 1,137
18664,INTERNO  590,Shell EFA Induction Training 2,137
18665,INTERNO  593,Shell LSR Refresher,137
18666,INTERNO 287,EVO,137
18667,INTERNO  288,PEOPLE SOFT ,137
18668,PC-028-G,Mejora Continua e Innovación,137
18669,iLearn,Código de ética,137
18670,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,137
18671,ILT-003-IS,Operaciones,137
18672,ILT-008-IS,Observaciones de Seguridad,137
18673,HS01,Política y Procedimientos de los Programas de seguridad ,137
18674,MS.01,Manual del sistema de gestión ambiental,137
18675,HSPA36,Reglamento de seguridad e higiene,137
18676,PA 03,PRE ,137
18677,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,137
18678,PG 02,"Objetivos, Metas y planes",137
18679,PG 05,Política y Aspectos ambientales y requerimientos legales ,137
18680,PA 02,Comunicación ,137
18681,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,137
18682,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,137
18683,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,137
18684,PA 01,Control de SOAs ,137
18685,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,137
18686,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,137
18687,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",137
18688,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,137
18689,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),137
18690,PA 04,Almacenamiento y RP ,137
18691,PA 08,"Manejo, Transporte y Almacenamiento de SQP",137
18692,1. Planeación,INTERNO 1 ,137
18693,2. Organización,INTERNO 2,137
18694,3. Dirección,INTERNO 3,137
18695,4. Control,INTERNO 4,137
18696,5. Auto-Administración y Disciplina,INTERNO 5,137
18697,6. Comunicación,INTERNO 6,137
18698,7. Creatividad / Innovación,INTERNO 7,137
18699,8. Participación e Iniciativa,INTERNO 8,137
18700,9. Habilidad de Mando y Autoridad,INTERNO 9,137
18701,10. Vitalidad,INTERNO 10,137
18702,11. Liderazgo,INTERNO 11,137
18703,12. Tolerancia a la Frustración,INTERNO 12,137
18704,13. Flexibilidad al Cambio,INTERNO 13,137
18705,14. Competencias de la Organización,INTERNO 14,137
18706,15. Integridad,INTERNO 15,137
18707,16. Enfoque Comercial,INTERNO 16,137
18708,17. Profesionalismo,INTERNO 17,137
18709,18. Responsabilidad,INTERNO 18,137
18710,19. Servicio al Cliente,INTERNO 19,137
18711,20. Enfoque a Resultados,INTERNO 20,137
18712,ICT-RH-019-19,Inducción,138
18713,SOP´s,SECTION 1; GENERAL,138
18714,SOP´s,"SECTION 2; MATERIALS: Pipe, Coatings, Castings, etc.",138
18715,SOP´s,SECTION 3; MECHANICAL EQUIPMENT ,138
18716,SOP´s,SECTION 4; WELDED FABRICATIONS / CONSTRUCTIONS,138
18717,INTERNO  634,TS Charter English DVA,138
18718,INTERNO  605,TIS Expediting DVA,138
18719,INTERNO  615,TIS Materials DVA,138
18720,INTERNO  625,TIS Preservations & Coatings DVA,138
18721,INTERNO  626,TIS Welding DVA,138
18722,INTERNO  492,eReporting Pro,138
18723,INTERNO  536,Safety: Behavioral Based Safety,138
18724,INTERNO  556,Safety: Driving ,138
18725,INTERNO  569,Safety: Lift & Carry,138
18726,INTERNO  560,Safety: Electrical,138
18727,INTERNO  531,Safety Awareness Series: Stop Work Authority,138
18728,INTERNO  572,Safety: Lockout / Tagout,138
18729,INTERNO  501,GE Oil & Gas Inspection and Reporting Guideline Quiz,138
18730,INTERNO 289,EVO,138
18731,INTERNO  290,PEOPLE SOFT ,138
18732,PC-028-G,Mejora Continua e Innovación,138
18733,iLearn,Código de ética,138
18734,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,138
18735,ILT-003-IS,Operaciones,138
18736,ILT-008-IS,Observaciones de Seguridad,138
18737,ILT-009-IS,Análisis de Seguridad Laboral,138
18738,HS01,Política y Procedimientos de los Programas de seguridad ,138
18739,HSPA36,Reglamento de seguridad e higiene,138
18740,PA 03,PRE ,138
18741,PG 02,"Objetivos, Metas y planes",138
18742,PG 05,Política y Aspectos ambientales y requerimientos legales,138
18743,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,138
18744,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,138
18745,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,138
18746,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,138
18747,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,138
18748,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",138
18749,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,138
18750,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),138
18751,PA 04,Almacenamiento y RP ,138
18752,PA 08,"Manejo, Transporte y Almacenamiento de SQP",138
18753,1. Planeación,INTERNO 1 ,138
18754,2. Organización,INTERNO 2,138
18755,3. Dirección,INTERNO 3,138
18756,4. Control,INTERNO 4,138
18757,5. Auto-Administración y Disciplina,INTERNO 5,138
18758,6. Comunicación,INTERNO 6,138
18759,7. Creatividad / Innovación,INTERNO 7,138
18760,8. Participación e Iniciativa,INTERNO 8,138
18761,9. Habilidad de Mando y Autoridad,INTERNO 9,138
18762,10. Vitalidad,INTERNO 10,138
18763,11. Liderazgo,INTERNO 11,138
18764,12. Tolerancia a la Frustración,INTERNO 12,138
18765,13. Flexibilidad al Cambio,INTERNO 13,138
18766,14. Competencias de la Organización,INTERNO 14,138
18767,15. Integridad,INTERNO 15,138
18768,16. Enfoque Comercial,INTERNO 16,138
18769,17. Profesionalismo,INTERNO 17,138
18770,18. Responsabilidad,INTERNO 18,138
18771,19. Servicio al Cliente,INTERNO 19,138
18772,20. Enfoque a Resultados,INTERNO 20,138
18773,ICT-RH-019-19,Inducción,139
18774,SOP´s,SECTION 1; GENERAL,139
18775,SOP´s,"SECTION 2; MATERIALS: Pipe, Coatings, Castings, etc.",139
18776,SOP´s,SECTION 4; WELDED FABRICATIONS / CONSTRUCTIONS,139
18777,INTERNO  635,TS Charter English DVA,139
18778,INTERNO  606,TIS Expediting DVA,139
18779,INTERNO  613,TIS Materials DVA,139
18780,INTERNO  627,TIS Welding DVA,139
18781,INTERNO  493,eReporting Pro,139
18782,INTERNO  534,Safety: Behavioral Based Safety,139
18783,INTERNO  558,Safety: Driving ,139
18784,INTERNO  559,Safety: Electrical,139
18785,INTERNO  568,Safety: Lift & Carry,139
18786,INTERNO  573,Safety: Lockout / Tagout,139
18787,INTERNO  532,Safety Awareness Series: Stop Work Authority,139
18788,INTERNO  500,GE Oil & Gas Inspection and Reporting Guideline Quiz,139
18789,INTERNO 291,EVO,139
18790,INTERNO  292,PEOPLE SOFT ,139
18791,PC-028-G,Mejora Continua e Innovación,139
18792,iLearn,Código de ética,139
18793,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,139
18794,ILT-003-IS,Operaciones,139
18795,ILT-008-IS,Observaciones de Seguridad,139
18796,ILT-009-IS,Análisis de Seguridad Laboral,139
18797,HS01,Política y Procedimientos de los Programas de seguridad ,139
18798,HSPA36,Reglamento de seguridad e higiene,139
18799,PA 03,PRE ,139
18800,PG 02,"Objetivos, Metas y planes",139
18801,PG 05,Política y Aspectos ambientales y requerimientos legales,139
18802,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,139
18803,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,139
18804,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,139
18805,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,139
18806,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,139
18807,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",139
18808,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,139
18809,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),139
18810,PA 04,Almacenamiento y RP ,139
18811,PA 08,"Manejo, Transporte y Almacenamiento de SQP",139
18812,1. Planeación,INTERNO 1 ,139
18813,2. Organización,INTERNO 2,139
18814,3. Dirección,INTERNO 3,139
18815,4. Control,INTERNO 4,139
18816,5. Auto-Administración y Disciplina,INTERNO 5,139
18817,6. Comunicación,INTERNO 6,139
18818,7. Creatividad / Innovación,INTERNO 7,139
18819,8. Participación e Iniciativa,INTERNO 8,139
18820,9. Habilidad de Mando y Autoridad,INTERNO 9,139
18821,10. Vitalidad,INTERNO 10,139
18822,11. Liderazgo,INTERNO 11,139
18823,12. Tolerancia a la Frustración,INTERNO 12,139
18824,13. Flexibilidad al Cambio,INTERNO 13,139
18825,14. Competencias de la Organización,INTERNO 14,139
18826,15. Integridad,INTERNO 15,139
18827,16. Enfoque Comercial,INTERNO 16,139
18828,17. Profesionalismo,INTERNO 17,139
18829,18. Responsabilidad,INTERNO 18,139
18830,19. Servicio al Cliente,INTERNO 19,139
18831,20. Enfoque a Resultados,INTERNO 20,139
18832,ICT-RH-019-19,Inducción,140
18833,SOP´s,SECTION 1; GENERAL,140
18834,SOP´s,SECTION 5; ELECTRICAL EQUIPMENT,140
18835,SOP´s,SECTION 6; CONTROLS & INSTRUMENTATION ,140
18836,INTERNO  633,TS Charter English DVA,140
18837,INTERNO  603,TIS Electrical DVA,140
18838,INTERNO  495,Expediting DVA,140
18839,INTERNO  614,TIS Materials DVA,140
18840,INTERNO  494,eReporting Pro,140
18841,INTERNO  535,Safety: Behavioral Based Safety,140
18842,INTERNO  557,Safety: Driving ,140
18843,INTERNO  561,Safety: Electrical,140
18844,INTERNO  567,Safety: Lift & Carry,140
18845,INTERNO  574,Safety: Lockout / Tagout,140
18846,INTERNO  530,Safety Awareness Series: Stop Work Authority,140
18847,INTERNO  499,GE Oil & Gas Inspection and Reporting Guideline Quiz,140
18848,INTERNO 293,EVO,140
18849,INTERNO  294,PEOPLE SOFT ,140
18850,PC-028-G,Mejora Continua e Innovación,140
18851,iLearn,Código de ética,140
18852,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,140
18853,ILT-003-IS,Operaciones,140
18854,ILT-008-IS,Observaciones de Seguridad,140
18855,ILT-009-IS,Análisis de Seguridad Laboral,140
18856,HS01,Política y Procedimientos de los Programas de seguridad ,140
18857,HSPA36,Reglamento de seguridad e higiene,140
18858,PA 03,PRE ,140
18859,PG 02,"Objetivos, Metas y planes",140
18860,PG 05,Política y Aspectos ambientales y requerimientos legales ,140
18861,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,140
18862,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,140
18863,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,140
18864,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,140
18865,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,140
18866,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",140
18867,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,140
18868,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),140
18869,PA 04,Almacenamiento y RP ,140
18870,PA 08,"Manejo, Transporte y Almacenamiento de SQP",140
18871,1. Planeación,INTERNO 1 ,140
18872,2. Organización,INTERNO 2,140
18873,3. Dirección,INTERNO 3,140
18874,4. Control,INTERNO 4,140
18875,5. Auto-Administración y Disciplina,INTERNO 5,140
18876,6. Comunicación,INTERNO 6,140
18877,7. Creatividad / Innovación,INTERNO 7,140
18878,8. Participación e Iniciativa,INTERNO 8,140
18879,9. Habilidad de Mando y Autoridad,INTERNO 9,140
18880,10. Vitalidad,INTERNO 10,140
18881,11. Liderazgo,INTERNO 11,140
18882,12. Tolerancia a la Frustración,INTERNO 12,140
18883,13. Flexibilidad al Cambio,INTERNO 13,140
18884,14. Competencias de la Organización,INTERNO 14,140
18885,15. Integridad,INTERNO 15,140
18886,16. Enfoque Comercial,INTERNO 16,140
18887,17. Profesionalismo,INTERNO 17,140
18888,18. Responsabilidad,INTERNO 18,140
18889,19. Servicio al Cliente,INTERNO 19,140
18890,20. Enfoque a Resultados,INTERNO 20,140
18891,ICT-RH-019-19,Inducción,141
18892,SOP´s,SECTION 1; GENERAL,141
18893,INTERNO  579,"SECTION 2; MATERIALS: Pipe, Coatings, Castings, etc.",141
18894,INTERNO  580,SECTION 3; MECHANICAL EQUIPMENT ,141
18895,INTERNO  581,SECTION 4; WELDED FABRICATIONS / CONSTRUCTIONS,141
18896,INTERNO  582,SECTION 5; ELECTRICAL EQUIPMENT,141
18897,INTERNO  583,SECTION 6; CONTROLS & INSTRUMENTATION ,141
18898,INTERNO  632,TS Charter English DVA,141
18899,INTERNO  602,TIS Electrical DVA,141
18900,INTERNO  604,TIS Expediting DVA,141
18901,INTERNO  616,TIS Materials DVA,141
18902,INTERNO  624,TIS Preservations & Coatings DVA,141
18903,INTERNO  491,eReporting Pro,141
18904,INTERNO  537,Safety: Behavioral Based Safety,141
18905,INTERNO  555,Safety: Driving ,141
18906,INTERNO  562,Safety: Electrical,141
18907,INTERNO  566,Safety: Lift & Carry,141
18908,INTERNO  575,Safety: Lockout / Tagout,141
18909,INTERNO  533,Safety Awareness Series: Stop Work Authority,141
18910,INTERNO  498,GE Oil & Gas Inspection and Reporting Guideline Quiz,141
18911,INTERNO 295,EVO,141
18912,INTERNO  296,PEOPLE SOFT ,141
18913,PC-028-G,Mejora Continua e Innovación,141
18914,iLearn,Código de ética,141
18915,MIGC-ISO 9001Y 17025,Manual Integral del sistema de gestión de Calidad,141
18916,ILT-001-IS,Evaluación al Especialista Técnico ,141
18917,ILT-003-IS,Operaciones,141
18918,ILT-004-IS,"Selección, Evaluación y Calificación de Inspectores ",141
18919,ILT-008-IS,Observaciones de Seguridad,141
18920,ILT-007-IS,"Seguimiento de reportes de inspecciones ""Inspectores - Coordinadores""",141
18921,ILT-009-IS,Análisis de Seguridad Laboral,141
18922,HS01,Política y Procedimientos de los Programas de seguridad ,141
18923,HSPA36,Reglamento de seguridad e higiene,141
18924,PA 03,PRE ,141
18925,PG 02,"Objetivos, Metas y planes",141
18926,PG 05,Política y Aspectos ambientales y requerimientos legales ,141
18927,HS03,Clasificaciones de Accidentes / Incidentes,141
18928,HS03,FR6401B Informe de investigación de accidente/incidente,141
18929,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,141
18930,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,141
18931,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) ,141
18932,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,141
18933,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",141
18934,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) ,141
18935,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),141
18936,PA 04,Almacenamiento y RP ,141
18937,PA 08,"Manejo, Transporte y Almacenamiento de SQP",141
18938,1. Planeación,INTERNO 1 ,141
18939,2. Organización,INTERNO 2,141
18940,3. Dirección,INTERNO 3,141
18941,4. Control,INTERNO 4,141
